"","State","Location.Code","Education","Gender","Coverage","EmploymentStatus","Income","Marital.Status","Monthly.Premium.Auto","No.Of.Open.Complaints","No.Of.Policies","Renew.Offer.Type","Vehicle.Class","Customer.Lifetime.Value","Vehicle.Size","Policy","Policy.Type","Sales.Channel","Total.Claims.Amount","Monthly.Since.Last.Claims","Months.Since.Policy.Inception","Response","predictedvalues"
"1079","4","2","1","1","2","1",26876,"1",76,0,8,"1","2",6005.214792,"2","6","2","1",364.8,17,72,"2",5998.302212165
"1080","5","3","3","2","2","1",54431,"2",97,0,3,"1","2",7849.125533,"2","6","2","1",284.49502,19,62,"1",7637.68918794417
"1081","2","2","2","1","1","5",17622,"3",65,1,3,"1","2",4458.113369,"2","6","2","1",312,1,36,"2",4493.9991924575
"1082","3","3","1","2","2","1",26021,"2",126,0,2,"4","3",15083.78498,"3","5","2","1",331.847478,6,32,"1",17349.4367045687
"1083","2","3","2","1","1","1",51240,"1",70,2,5,"2","2",5365.975978,"2","4","2","3",283.849464,0,37,"1",5551.04618497667
"1084","4","2","1","2","1","1",93884,"2",65,0,1,"4","2",2635.148447,"3","6","2","3",312,7,10,"1",2609.40459212417
"1085","3","3","2","1","1","1",30344,"3",107,0,9,"1","3",8341.929905,"2","6","2","3",342.832065,29,79,"1",8616.74108594167
"1086","3","1","1","1","1","1",70958,"2",115,0,7,"1","6",9212.613275,"2","5","2","1",115.400119,1,57,"1",8915.76652224667
"1087","5","1","2","1","3","1",22103,"1",109,0,2,"1","2",16407.66461,"1","5","2","1",160.338007,16,31,"1",14911.493746931
"1088","4","2","3","2","1","2",0,"1",103,0,6,"1","3",7017.145586,"2","8","3","1",741.6,29,91,"1",8365.4719266125
"1089","2","2","3","1","1","4",22520,"2",73,0,3,"1","2",5498.940679,"2","6","2","3",350.4,17,64,"2",5516.82035350167
"1090","4","2","3","1","2","1",56263,"2",93,0,2,"2","2",14718.11779,"2","3","1","1",446.4,27,31,"1",12923.4657945985
"1091","1","1","3","2","2","1",84581,"2",96,0,2,"4","2",15435.68882,"1","6","2","4",4.334425,25,50,"1",13844.1522464577
"1092","5","2","1","2","1","4",22193,"2",74,0,2,"2","1",8641.046574,"3","6","2","3",415.535724,13,74,"1",12729.2338393083
"1093","5","2","1","1","2","1",35056,"2",96,3,1,"4","1",3635.028312,"2","6","2","2",460.8,12,52,"1",3806.38153836417
"1094","4","2","1","1","3","1",86096,"2",108,0,1,"2","1",4335.353131,"1","3","1","2",518.4,30,1,"1",4513.13579124
"1095","4","3","2","2","2","1",37518,"2",131,0,6,"1","6",10529.84867,"2","9","3","3",472.850932,35,91,"1",9957.48648028583
"1096","3","2","2","2","2","1",72540,"2",88,0,2,"2","1",10656.88195,"2","6","2","2",631.743039,7,3,"2",11156.38772908
"1097","2","1","3","2","1","1",89513,"2",116,0,6,"2","3",9333.333631,"2","5","2","3",232.945977,5,12,"1",9196.85048809916
"1098","1","3","3","1","1","1",60920,"1",64,0,2,"2","1",7507.455372,"2","6","2","1",231.201886,10,61,"2",9415.29252462
"1099","1","2","1","1","1","4",17101,"1",113,0,2,"1","3",12298.6863,"2","2","1","2",542.4,1,88,"2",13477.44766288
"1100","4","2","1","2","1","1",80213,"2",70,0,2,"1","1",8488.561363,"2","6","2","3",440.268527,12,17,"1",13151.61613126
"1101","1","2","5","1","1","2",0,"2",65,0,1,"3","2",2382.706153,"2","2","1","4",312,8,50,"1",2340.88271357083
"1102","2","1","2","1","1","1",74606,"3",68,0,5,"4","1",5334.784887,"3","3","1","1",109.112713,2,34,"1",5432.5435353275
"1103","2","2","2","1","3","2",0,"1",114,0,3,"2","2",8150.573759,"3","5","2","3",1310.46158,11,20,"1",8248.03516415417
"1104","5","2","3","1","1","4",20754,"3",184,0,7,"1","5",13258.17973,"2","6","2","1",1324.8,19,15,"1",14503.4105005743
"1105","2","2","1","1","1","1",72421,"2",65,0,1,"2","2",2592.437797,"3","5","2","2",312,8,23,"2",2594.67336993167
"1106","5","1","3","1","2","1",35205,"2",76,0,1,"2","2",2967.670797,"1","6","2","1",178.839506,7,11,"1",3032.78955835667
"1107","3","3","2","2","1","1",76352,"1",109,2,4,"1","3",8444.840217,"3","5","2","1",501.83778,17,9,"1",8865.98351196667
"1108","1","2","1","1","1","2",0,"1",100,2,2,"2","3",9655.442955,"2","5","2","2",720,30,4,"1",16792.313231181
"1109","3","2","2","1","1","5",22828,"2",106,0,2,"1","3",16473.16905,"2","6","2","1",508.8,11,54,"2",18329.0395211837
"1110","2","2","3","2","2","2",0,"2",81,0,8,"4","2",5907.151868,"2","6","2","3",390.161912,8,47,"1",5762.80386780833
"1111","1","1","4","1","1","1",59349,"2",119,0,2,"2","3",26199.5401416,"2","6","2","4",222.032326,15,41,"1",19159.0111557217
"1112","3","3","3","2","2","1",83000,"2",97,1,6,"1","2",7786.676381,"3","2","1","3",378.5566,29,76,"1",7746.32102500583
"1113","1","3","3","2","1","1",77693,"2",65,0,7,"2","2",5256.923177,"2","4","2","2",225.045919,30,15,"1",5178.7763743925
"1114","2","1","2","2","1","1",62902,"2",69,0,2,"2","1",8256.2978,"2","6","2","4",159.383042,14,94,"2",8199.76390200583
"1115","1","2","2","1","1","1",48893,"2",110,0,3,"1","3",8693.995589,"2","6","2","3",787.88953,9,26,"1",8878.17849158667
"1116","4","2","1","2","2","1",45302,"3",133,0,2,"3","3",16007.94954,"3","4","2","3",638.4,4,34,"1",18257.792537826
"1117","2","1","1","1","2","2",0,"2",88,0,4,"4","2",6361.845408,"2","6","2","3",110.527627,28,23,"1",6570.7782908275
"1118","1","2","1","2","1","2",0,"1",62,0,2,"1","2",6582.450781,"2","9","3","1",297.6,3,44,"1",8917.64009154833
"1119","5","2","3","1","1","1",58089,"2",118,0,1,"1","3",4686.469674,"2","1","1","1",566.4,31,83,"2",4785.9941191275
"1120","5","1","2","1","1","1",99583,"3",64,0,2,"3","2",12743.35175,"1","5","2","3",99.674341,35,85,"1",12079.0434262217
"1121","5","3","2","1","1","2",0,"2",68,0,1,"3","2",2434.08581,"2","5","2","3",271.489602,28,65,"1",2472.0737361075
"1122","4","2","2","1","2","1",37840,"2",90,0,4,"2","2",7057.888812,"1","2","1","1",432,31,9,"1",7357.68575475333
"1123","3","3","4","2","1","1",83195,"1",73,1,1,"1","1",2937.424534,"2","4","2","2",332.693627,18,36,"1",2889.65203748
"1124","2","2","4","1","1","3",22239,"2",62,0,1,"2","2",2404.633766,"3","6","2","3",297.6,34,85,"1",2423.41809745333
"1125","4","2","3","1","1","1",24910,"2",69,0,3,"3","1",5470.181751,"2","4","2","1",746.107437,12,79,"1",5372.79472228583
"1126","4","2","2","1","1","2",0,"1",65,0,1,"2","2",2337.356699,"3","3","1","1",468,31,52,"1",2275.28026547833
"1127","5","2","5","1","2","1",24164,"3",137,0,5,"2","6",10972.06778,"2","6","2","1",657.6,2,40,"2",10974.5178321667
"1128","5","2","1","2","1","1",20090,"2",109,0,2,"2","6",26199.5401416,"2","9","3","1",523.2,10,59,"2",22408.8093294167
"1129","1","2","1","2","1","3",18495,"2",113,0,2,"1","3",26197.41498,"1","5","2","3",542.4,10,15,"2",21549.767041264
"1130","4","1","2","2","3","2",0,"2",117,4,8,"1","2",7804.597655,"2","6","2","3",91.055318,18,84,"1",8299.8128507325
"1131","2","2","3","1","1","4",28280,"2",116,0,9,"2","6",8759.592518,"2","6","2","4",556.8,7,55,"1",8940.12239801083
"1132","5","3","1","2","2","1",86195,"2",139,0,3,"1","3",11281.52451,"2","8","3","1",601.667902,12,10,"1",10841.9847798833
"1133","3","2","1","1","1","2",0,"1",192,0,1,"2","5",6745.248379,"1","6","2","2",1921.248929,1,27,"1",6885.49765245083
"1134","2","2","3","1","2","2",0,"1",77,1,2,"1","2",18708.75831,"3","6","2","3",554.4,10,36,"1",9858.568298055
"1135","4","2","2","2","2","1",25983,"2",90,0,2,"2","2",10721.61076,"3","2","1","4",432,32,43,"1",16455.1617753608
"1136","4","2","1","2","1","4",25965,"3",65,0,1,"1","2",2491.257604,"2","3","1","1",329.206567,23,27,"2",2512.93549345583
"1137","2","2","3","2","1","3",22679,"2",72,0,4,"1","1",5570.17755,"3","6","2","3",345.6,25,32,"1",5606.84128443
"1138","5","2","3","1","1","1",29070,"2",61,2,3,"3","1",4656.665064,"3","5","2","2",292.8,8,99,"1",4870.83712864
"1139","3","2","2","2","1","2",0,"1",63,0,7,"1","2",4363.1982,"3","6","2","1",302.4,13,49,"1",4653.17096566583
"1140","4","2","2","1","2","2",0,"2",98,0,1,"2","2",3489.276369,"3","6","2","2",705.6,29,37,"1",3451.21619694917
"1141","3","2","1","2","2","2",0,"1",129,0,2,"1","6",26199.5401416,"2","2","1","1",1267.549091,2,69,"1",16860.292605744
"1142","5","2","3","2","2","5",12902,"3",139,0,1,"1","6",4904.894731,"2","6","2","1",667.2,3,51,"2",5009.44218913083
"1143","3","3","2","2","1","1",30389,"2",73,0,4,"2","2",5745.121547,"2","4","2","4",278.932051,34,66,"1",5591.83614779583
"1144","5","3","3","2","1","1",80797,"2",64,0,9,"2","2",5166.190278,"3","4","2","4",300.940297,21,47,"1",5075.2111111975
"1145","3","2","2","1","2","1",52728,"3",127,1,1,"1","3",4863.470811,"2","3","1","3",609.6,34,34,"1",5115.93718047417
"1146","4","2","4","2","2","2",0,"1",122,0,9,"1","6",9031.214859,"2","5","2","3",650.52179,15,47,"2",8941.6911314625
"1147","4","1","1","2","1","1",64478,"2",103,0,1,"2","3",4144.868939,"2","6","2","3",8.281829,30,92,"1",4214.59524138833
"1148","4","2","1","2","1","3",18495,"2",113,0,2,"1","3",26197.41498,"1","3","1","3",542.4,10,15,"2",19083.782818544
"1149","5","2","3","2","1","2",0,"2",69,0,3,"1","1",5171.272924,"2","2","1","1",344.469652,13,90,"1",4654.824133415
"1150","4","2","3","2","1","2",0,"1",69,2,2,"2","2",6869.185344,"2","2","1","3",331.2,18,71,"1",12803.8323957833
"1151","4","2","1","2","1","1",51747,"2",71,0,2,"2","2",17103.79173,"2","6","2","4",340.8,8,71,"1",9740.57458438334
"1152","2","2","1","1","1","2",0,"1",189,0,6,"1","4",12866.89474,"3","6","2","1",1415.579302,24,93,"1",14395.6446577403
"1153","3","1","1","1","1","1",43540,"2",70,0,1,"2","1",2756.472584,"2","3","1","2",117.585017,29,60,"1",2795.5579429225
"1154","2","2","3","2","1","1",32799,"3",104,0,3,"1","3",8169.746083,"2","5","2","1",499.2,7,27,"1",8226.77657194167
"1155","3","2","2","2","1","2",0,"1",101,0,1,"1","3",3569.864625,"3","6","2","2",1201.085226,12,38,"1",3440.53900320417
"1156","1","2","1","2","1","1",65431,"2",69,0,1,"4","2",2777.341885,"2","5","2","2",331.2,7,90,"1",2706.17425226083
"1157","2","2","1","1","2","2",0,"1",84,0,2,"4","2",14274.55485,"2","4","2","2",604.8,35,42,"1",12608.9438420167
"1158","4","2","1","1","2","2",0,"1",136,3,6,"1","6",8501.652884,"2","5","2","4",979.2,20,98,"1",9346.25019892083
"1159","5","1","4","2","2","1",77143,"2",125,3,2,"1","3",26199.5401416,"3","6","2","1",176.006384,5,49,"1",17909.2442295217
"1160","4","2","1","2","1","4",25965,"3",65,0,1,"1","2",2491.257604,"2","6","2","1",329.206567,23,27,"2",2528.10154649333
"1161","3","2","3","2","1","2",0,"1",65,2,1,"3","2",2113.85703,"3","4","2","2",468,27,37,"1",2225.24189827583
"1162","3","2","1","1","2","2",0,"2",89,0,7,"3","1",6325.030596,"2","5","2","1",614.572672,4,86,"1",6215.29892987917
"1163","4","2","2","1","1","2",0,"1",70,0,5,"2","2",4863.266809,"3","3","1","1",646.785442,3,35,"1",4866.90712619917
"1164","5","1","1","2","1","1",92921,"2",112,0,1,"2","3",4526.94696,"2","5","2","2",109.28708,35,49,"1",4538.92951969083
"1165","5","2","1","2","1","4",26660,"2",63,0,8,"3","1",4892.422239,"2","5","2","1",453.6,23,40,"1",4819.72310893333
"1166","1","2","1","1","2","1",58851,"2",79,1,2,"2","2",18943.26899,"2","4","2","4",494.187643,11,33,"1",11602.2677347392
"1167","1","3","2","1","1","1",81741,"1",64,0,8,"1","2",5047.483378,"2","2","1","1",186.448395,10,94,"1",5103.1845792925
"1168","4","2","3","1","1","1",53997,"2",69,0,3,"1","2",5568.984683,"2","6","2","3",345.158393,26,3,"1",5472.6999237225
"1169","4","3","3","2","2","1",93272,"2",95,0,1,"2","2",3861.486269,"2","6","2","3",281.110788,3,54,"2",3859.31488417167
"1170","5","1","2","2","1","1",68899,"1",74,0,1,"2","1",2912.913958,"2","6","2","3",66.103422,6,60,"1",2934.0552939275
"1171","4","3","2","1","1","1",54950,"2",103,0,7,"4","3",8193.555045,"2","1","1","4",480.578584,25,75,"1",8094.8991027475
"1172","3","2","2","2","2","1",70342,"1",96,1,1,"3","2",3746.03079,"3","5","2","4",685.907341,3,99,"1",4297.40985728167
"1173","2","3","4","2","3","1",73876,"2",112,0,8,"3","2",9061.057741,"2","4","2","4",419.303041,19,71,"1",8830.01276637833
"1174","1","2","1","1","2","2",0,"1",237,0,5,"3","4",16728.34386,"2","4","2","1",1706.4,1,29,"1",17617.5059868917
"1175","4","3","2","1","1","1",20742,"1",100,0,2,"2","3",11177.7521,"2","5","2","4",455.851876,17,52,"1",17387.3767508727
"1176","4","2","2","1","2","5",27681,"2",83,0,9,"2","1",6057.07208,"2","6","2","1",398.4,13,62,"2",6083.1274915925
"1177","3","1","2","2","3","1",85478,"2",103,0,6,"1","1",8295.837442,"2","4","2","2",224.159416,29,15,"1",8148.15121084083
"1178","4","2","3","2","2","5",13663,"1",97,0,2,"1","2",25464.82059,"3","3","1","3",465.6,1,66,"2",22644.225931021
"1179","3","1","3","2","1","1",64367,"2",104,0,9,"3","3",8317.302513,"2","5","2","2",96.431061,2,14,"1",8367.21465695833
"1180","4","3","2","1","2","1",47519,"2",96,0,4,"2","1",7601.951104,"2","4","2","3",245.248248,21,2,"1",8196.006631885
"1181","5","2","1","2","2","2",0,"1",93,0,9,"2","1",6788.084852,"2","6","2","3",855.341729,2,70,"1",6317.34519796583
"1182","5","2","3","1","1","5",22567,"1",69,0,1,"4","2",2309.596399,"1","5","2","3",496.8,6,12,"1",2650.96146970917
"1183","1","2","1","1","1","4",12430,"1",73,0,4,"2","2",5169.49937,"2","8","3","2",350.4,22,13,"2",5204.126820355
"1184","2","3","3","2","1","1",80480,"2",72,0,7,"3","2",5791.610721,"2","6","2","1",242.842607,6,55,"1",5705.98016854083
"1185","4","3","2","1","1","1",72734,"2",66,0,2,"4","1",7980.488637,"1","6","2","4",195.218968,7,96,"1",10403.4900790352
"1186","1","1","1","2","1","2",0,"2",72,0,1,"1","2",2767.499996,"2","5","2","4",22.326388,27,60,"1",2606.46072578
"1187","4","2","1","2","2","2",0,"1",97,2,9,"1","2",6612.220871,"2","5","2","4",669.399277,31,34,"1",7363.318509355
"1188","5","2","2","1","1","2",0,"1",64,1,1,"2","2",2030.783687,"3","5","2","1",731.479725,0,8,"1",2203.2950349125
"1189","4","1","3","1","1","1",37970,"2",115,0,3,"1","3",9061.767848,"2","6","2","1",124.967415,8,44,"1",9122.96188686833
"1190","3","1","2","1","1","3",28898,"2",67,0,1,"1","2",2531.586761,"2","1","1","3",82.811346,15,85,"1",2582.00431705667
"1191","4","3","2","2","2","1",65773,"2",89,4,1,"2","2",3452.414955,"2","2","1","2",245.308491,24,35,"1",3501.93483381083
"1192","5","2","2","2","2","2",0,"2",234,0,7,"1","5",18065.27192,"2","6","2","1",1135.141469,11,26,"1",17437.3808412883
"1193","2","2","1","1","2","3",15871,"2",89,0,4,"4","2",6838.767672,"2","5","2","3",427.2,20,19,"1",6707.40822265333
"1194","4","2","1","1","1","1",24882,"2",72,0,8,"4","1",5712.380598,"1","2","1","3",345.6,13,20,"1",5602.84981056667
"1195","3","2","3","2","2","1",33169,"2",128,0,1,"4","3",5126.54272,"2","6","2","3",614.4,33,14,"1",5094.465942015
"1196","3","3","2","1","2","1",69090,"2",139,0,5,"1","6",11085.87709,"2","6","2","1",387.222556,24,11,"1",10761.0841474767
"1197","2","2","5","1","1","1",83308,"2",73,1,7,"3","2",5837.528088,"2","5","2","1",419.471438,3,81,"1",5839.443807365
"1198","4","2","1","2","1","1",39034,"2",68,0,2,"1","2",19190.31894,"3","4","2","1",466.446708,10,55,"1",9530.66393134917
"1199","3","3","2","1","1","1",90156,"2",114,0,1,"2","3",4554.911887,"3","4","2","2",388.346716,16,6,"1",4552.95664808667
"1200","4","2","2","2","2","1",63867,"2",89,1,3,"3","2",7069.740965,"2","3","1","3",432.361631,21,4,"1",7326.82048121583
"1201","3","2","4","1","1","1",82611,"1",74,1,1,"2","2",2893.739608,"2","6","2","4",355.2,23,87,"1",2913.0682488025
"1202","2","2","1","2","1","2",0,"2",70,0,1,"4","2",2554.551152,"2","6","2","1",336,19,27,"1",2469.09928385333
"1203","1","2","1","1","1","5",27972,"2",61,0,1,"3","2",2227.072755,"2","5","2","4",292.8,7,38,"2",2270.39126297667
"1204","5","2","2","1","2","2",0,"2",96,0,2,"2","2",10623.40552,"3","6","2","1",460.8,11,16,"1",14729.1287660677
"1205","4","2","3","1","2","2",0,"2",122,2,9,"2","3",8304.688878,"3","3","1","1",681.328474,22,14,"1",8704.822274495
"1206","5","1","3","2","1","1",77857,"2",64,0,9,"1","2",5155.529312,"3","6","2","1",160.62847,0,99,"1",5207.03584529333
"1207","5","2","5","2","1","1",56502,"1",74,0,1,"3","2",2955.495724,"2","4","2","3",355.2,15,78,"1",2907.3123619425
"1208","5","3","3","1","2","1",70892,"2",76,0,5,"2","1",6089.77238,"2","1","1","2",206.709951,21,32,"1",6068.01119453833
"1209","1","1","3","2","1","1",49367,"3",63,0,9,"1","2",5016.144667,"2","6","2","1",69.230355,16,40,"1",5007.75253920167
"1210","4","2","1","1","1","4",10629,"1",74,0,8,"4","2",5274.20076,"3","6","2","4",532.8,17,15,"1",5199.97378478167
"1211","5","3","2","1","1","4",10237,"2",72,0,1,"2","1",2620.601718,"2","5","2","2",253.637853,31,97,"1",2782.36932112583
"1212","5","2","2","2","2","1",29160,"1",87,0,1,"2","1",3351.567048,"2","6","2","3",417.6,25,62,"1",3353.74170391583
"1213","4","2","3","2","2","5",13688,"3",84,0,8,"1","1",6086.431746,"2","5","2","1",403.2,25,2,"1",6137.8967193125
"1214","2","1","4","2","2","1",24191,"2",80,0,1,"4","2",3215.196994,"2","5","2","3",103.750234,11,32,"1",3173.511090645
"1215","2","2","3","2","1","1",52342,"2",66,3,2,"1","1",10426.08551,"3","6","2","1",316.8,28,28,"1",11971.3171273608
"1216","2","3","2","1","1","1",56021,"2",69,0,2,"1","2",8232.760182,"2","6","2","1",279.51121,20,38,"1",9524.16554622833
"1217","4","2","1","2","1","2",0,"1",62,1,1,"1","2",2160.920387,"2","6","2","1",439.001718,4,49,"1",2211.14651831083
"1218","5","2","3","2","2","1",71210,"2",214,1,2,"1","4",25807.063,"3","6","2","3",1027.2,8,89,"2",24615.0644519973
"1219","2","3","2","1","2","1",81531,"2",135,0,1,"2","3",5411.936509,"3","6","2","4",420.434259,23,50,"1",5255.7823377425
"1220","5","2","3","2","2","1",37386,"2",97,0,3,"1","2",7731.713059,"1","1","1","3",465.6,1,4,"1",8113.92467499433
"1221","4","2","3","2","1","1",26320,"2",111,0,9,"1","3",8826.611996,"1","2","1","4",603.819794,3,92,"1",8578.77379425583
"1222","5","1","3","2","2","1",88218,"3",99,0,2,"2","1",11895.18188,"1","6","2","4",50.32306,9,25,"1",16498.0834945893
"1223","5","2","4","2","2","1",22705,"3",239,0,7,"2","5",19160.98994,"2","4","2","1",1294.700423,19,59,"2",19051.5465449667
"1224","4","3","2","2","1","1",99803,"2",71,0,2,"2","2",8569.422637,"3","5","2","2",189.143402,1,67,"1",13934.687691665
"1225","3","2","1","2","3","2",0,"2",118,0,2,"1","2",17793.60797,"1","6","2","4",1118.990694,26,43,"1",16286.796712941
"1226","2","3","2","2","1","1",66991,"2",115,0,1,"2","3",4582.899414,"2","6","2","3",399.617715,1,71,"1",4539.80818448167
"1227","5","2","2","2","2","1",68343,"1",79,0,2,"2","1",26199.5401416,"2","5","2","2",379.2,20,78,"1",12465.4354849983
"1228","4","2","1","1","1","1",35795,"2",65,0,1,"1","2",2581.022016,"2","6","2","1",312,25,53,"1",2590.382194985
"1229","5","2","3","1","2","1",34455,"2",135,0,2,"2","3",15925.05739,"2","5","2","2",648,8,69,"1",19277.8468021437
"1230","3","2","1","1","3","2",0,"1",275,1,1,"1","5",9350.872287,"2","3","1","1",1980,3,64,"1",9919.18631561
"1231","4","2","1","2","3","1",34337,"2",113,0,9,"2","2",9035.671134,"1","1","1","4",542.4,20,44,"2",8939.905846015
"1232","5","2","1","1","1","1",22276,"2",111,1,2,"3","3",17250.74771,"2","5","2","2",783.211084,19,73,"1",16650.823486185
"1233","1","2","3","1","1","1",28506,"2",104,0,1,"2","3",4089.429492,"3","4","2","1",499.2,27,37,"1",4124.88061921667
"1234","2","2","1","2","2","2",0,"3",86,0,1,"4","2",3142.87734,"3","6","2","3",412.8,17,35,"1",3003.12991982417
"1235","5","2","2","2","2","2",0,"1",94,0,2,"1","2",22895.34606,"2","2","1","1",676.8,14,17,"1",15829.7620598417
"1236","4","2","3","2","2","2",0,"2",138,0,2,"1","3",15328.45723,"3","2","1","1",688.828746,1,34,"1",16133.6841643933
"1237","4","2","3","1","2","1",56779,"3",86,0,3,"3","2",6862.866306,"2","1","1","4",435.388932,21,16,"1",6849.66141893667
"1238","5","2","3","2","2","5",18577,"3",86,0,6,"1","2",6273.911874,"2","5","2","3",412.8,21,76,"2",6283.98322282667
"1239","3","2","2","1","3","2",0,"1",112,0,7,"1","2",8178.521899,"2","6","2","2",806.4,17,29,"1",7947.92172614417
"1240","5","3","4","2","1","1",41456,"2",73,0,1,"4","2",2919.710443,"2","5","2","3",257.380112,11,19,"1",2892.1381899325
"1241","3","2","1","1","2","1",44368,"2",80,0,3,"2","1",6366.225775,"1","5","2","2",384,5,72,"2",6317.4163150875
"1242","4","2","4","2","2","1",70961,"2",85,0,2,"2","2",17114.32815,"3","3","1","1",408,19,8,"1",13074.0441577947
"1243","4","2","3","2","2","2",0,"1",83,0,1,"3","2",2987.949471,"2","2","1","3",708.693556,14,22,"1",3049.46316597833
"1244","5","2","3","1","2","1",21988,"2",209,0,2,"2","4",26199.5401416,"2","6","2","3",1003.2,12,62,"1",25062.034821835
"1245","4","1","2","1","1","1",72878,"2",61,2,2,"2","1",7094.158873,"2","3","1","1",45.463345,0,58,"1",8874.20802089833
"1246","4","2","3","2","1","2",0,"1",64,3,1,"1","2",2063.387895,"3","6","2","1",602.911057,22,34,"1",2212.48753235583
"1247","4","2","1","1","3","2",0,"1",115,0,1,"1","1",4101.935985,"2","4","2","3",552,1,34,"1",4057.839964135
"1248","4","2","1","1","1","1",25506,"2",65,0,1,"3","1",2537.929538,"2","6","2","3",312,10,16,"1",2535.2019090625
"1249","5","1","4","2","1","1",40215,"3",64,0,3,"3","2",5066.827444,"2","5","2","3",98.480884,11,22,"1",5046.44393189333
"1250","5","1","1","2","1","2",0,"1",118,1,1,"2","3",3961.58618,"2","2","1","1",264.642948,6,34,"1",4179.82321721333
"1251","5","2","1","2","3","1",55217,"2",107,2,9,"1","1",8476.80656,"2","6","2","3",696.115596,9,9,"1",8344.75332402167
"1252","1","3","3","2","1","1",47918,"2",62,0,1,"2","1",2476.480866,"2","3","1","2",246.256648,2,51,"1",2697.388076675
"1253","2","2","3","1","2","1",43499,"2",80,0,1,"4","2",3141.252909,"2","5","2","2",529.490007,8,44,"1",3038.5739581675
"1254","4","2","2","1","2","3",21497,"2",128,0,1,"3","6",4983.178714,"2","6","2","2",614.4,31,58,"1",4953.22520994083
"1255","2","2","3","2","2","1",77031,"2",125,0,1,"2","3",5033.693296,"2","6","2","2",600,17,17,"1",5038.0312318775
"1256","4","2","3","2","1","2",0,"2",103,1,1,"1","3",3771.617797,"2","6","2","3",685.227276,25,16,"1",3616.81986406333
"1257","4","3","5","2","1","1",40896,"2",109,0,1,"1","6",4379.92784,"2","6","2","3",319.294289,3,61,"1",4276.23226758667
"1258","3","2","2","2","3","4",12843,"1",111,0,3,"2","2",8502.237137,"3","2","1","3",1143.494486,6,47,"1",8391.50148511917
"1259","3","2","1","1","3","1",39007,"2",105,0,2,"1","1",12521.42105,"1","5","2","3",1023.844984,29,16,"1",16384.8651351943
"1260","5","2","3","2","2","2",0,"3",87,3,1,"2","2",2659.70565,"2","4","2","1",420.041981,4,4,"2",2752.506453945
"1261","4","2","1","1","2","1",31349,"2",93,0,1,"4","2",3677.907634,"2","2","1","3",446.4,10,32,"1",4241.17058896
"1262","2","2","2","2","1","2",0,"1",69,0,3,"1","2",4922.165949,"2","4","2","1",331.2,2,76,"1",4588.80937986833
"1263","5","2","1","2","1","2",0,"1",102,0,5,"2","6",7583.962264,"2","6","2","2",848.161322,27,29,"1",7400.54027377583
"1264","4","1","3","2","1","1",58166,"2",67,0,1,"2","2",2685.901421,"2","5","2","2",91.914969,3,19,"1",2575.81154358083
"1265","1","3","1","1","1","1",51937,"2",193,0,9,"4","4",15253.26436,"3","6","2","4",850.389259,5,40,"1",14812.0272610083
"1266","5","2","1","2","1","1",92766,"2",71,0,2,"2","1",20096.89337,"1","5","2","1",379.029102,17,15,"2",18149.9324624342
"1267","4","2","3","2","1","4",12964,"1",65,0,4,"1","1",4770.550911,"2","6","2","4",362.774545,2,37,"2",4777.08077304
"1268","2","2","1","2","1","2",0,"2",107,1,1,"3","3",3858.867206,"2","6","2","1",513.6,15,58,"1",3919.52132243917
"1269","5","2","3","2","2","4",19121,"2",95,0,1,"2","2",3645.464325,"3","5","2","1",915.188647,1,18,"1",3984.40175481417
"1270","5","1","2","1","1","2",0,"2",118,0,7,"1","3",8356.181097,"2","6","2","1",153.176419,25,29,"1",8782.460576715
"1271","4","1","1","1","1","1",89096,"1",111,0,3,"2","3",8718.056722,"1","4","2","3",64.98293,1,50,"1",8849.20348115917
"1272","2","2","2","1","1","1",29540,"3",73,0,2,"2","2",8697.882675,"2","6","2","3",350.4,3,23,"1",9365.975848725
"1273","5","1","4","2","2","1",58557,"2",88,0,1,"1","2",3554.845264,"1","4","2","3",55.510526,4,83,"2",3533.18851416667
"1274","4","1","3","1","1","1",88816,"2",70,0,1,"3","1",2818.31302,"2","5","2","3",164.282841,33,9,"1",2824.11396250917
"1275","5","3","1","2","1","1",61809,"2",72,0,1,"3","1",2893.806196,"2","5","2","1",328.004855,9,21,"1",2889.21726490333
"1276","5","2","3","1","1","1",58452,"1",186,0,5,"4","4",14439.80313,"2","3","1","3",892.8,7,13,"1",15639.1069928717
"1277","2","1","3","1","1","2",0,"3",65,0,1,"4","2",2217.664193,"2","5","2","3",111.872115,11,69,"1",2329.947742235
"1278","5","3","1","2","1","1",90083,"2",71,0,1,"4","1",2861.717418,"2","6","2","1",181.689191,23,47,"1",2825.88696608417
"1279","5","2","1","1","2","1",44368,"2",80,0,3,"2","1",6366.225775,"1","5","2","2",384,5,72,"2",6344.71861847667
"1280","3","2","1","1","1","1",51066,"1",74,0,8,"2","2",5780.182197,"2","5","2","2",787.993313,23,0,"2",6183.89686779583
"1281","4","2","1","1","2","2",0,"1",92,0,2,"1","1",10058.74013,"2","5","2","2",640.229108,30,81,"1",12788.2040530837
"1282","5","2","1","1","3","2",0,"1",102,0,1,"2","2",3472.369996,"2","6","2","1",976.112456,25,48,"1",3529.56618238833
"1283","2","2","2","1","1","1",53305,"1",63,0,4,"1","1",4883.117399,"3","2","1","2",302.4,32,73,"1",5028.2693094425
"1284","2","1","2","1","2","2",0,"2",87,0,1,"1","2",3199.75316,"2","6","2","1",132.492438,3,43,"1",3073.089851215
